Georgia,Kentucky,63,31
Georgia,Charleston So.,55,9
Georgia,Georgia Tech,24,30
Georgia,Louisville,37,14
Kentucky,Tenn.-Martin,59,14
Kentucky,Ohio,20,3
Kentucky,Vanderbilt,17,7
Kentucky,South Carolina,45,38
Kentucky,La.-Monroe,48,14
Kentucky,LSU,3,41
Kentucky,Missouri,10,20
Kentucky,Tennessee,16,50
Kentucky,Louisville,40,44
LSU,Wisconsin,28,24
LSU,Sam Houston St.,56,0
LSU,La.-Monroe,31,0
LSU,New Mexico St.,63,7
LSU,Mississippi,10,7
LSU,Texas A&M,23,17
LSU,Notre Dame,28,31
Mississippi,Boise St.,35,13
Mississippi,Vanderbilt,41,3
Mississippi,La.-Lafayette,56,15
Mississippi,Memphis,24,3
Mississippi,Texas A&M,35,20
Mississippi,Tennessee,34,3
Mississippi,Presbyterian,48,0
Mississippi,TCU,3,42
Missouri,South Dakota St.,38,18
Missouri,Toledo,49,24
Missouri,UCF,38,10
Missouri,Indiana,27,31
Missouri,South Carolina,21,20
Missouri,Vanderbilt,24,14
Missouri,Texas A&M,34,27
Missouri,Tennessee,29,21
Missouri,Minnesota,33,17
South Carolina,Texas A&M,28,52
South Carolina,East Caro.,33,23
South Carolina,Vanderbilt,48,34
South Carolina,Furman,41,10
South Carolina,Tennessee,42,45
South Carolina,South Ala.,37,12
South Carolina,Clemson,17,35
South Carolina,Miami (Fla.),24,21
Tennesee,Utah St.,38,7
Tennesee,Arkansas St.,34,19
Tennesee,Oklahoma,10,34
Tennesee,Georgia,32,35
Tennesee,Florida,9,10
Tennesee,Chattanooga,45,10
Tennesee,Mississippi,3,34
Tennesee,Alabama,20,34
Tennesee,South Carolina,45,42
Tennesee,Kentucky,50,16
Tennesee,Missouri,21,29
Tennesee,Vanderbilt,24,17
Tennesee,Iowa,45,28
Texas A&M,Lamar,73,3
Texas A&M,Rice,38,10
Texas A&M,Southern Methodist,58,6
Texas A&M,La.-Monroe,21,16
Texas A&M,West Virginia,45,37
Vanderbilt,Temple,7,37
Vanderbilt,Massachusetts,34,31
Vanderbilt,Charleston So.,21,20
Vanderbilt,Old Dominion,42,28
Vanderbilt,Tennessee,17,24
Mississippi St.,Southern Miss.,34,16
Mississippi St.,LSU,19,21
Mississippi St.,Northwestern St.,62,13
Mississippi St.,Auburn,17,9
Mississippi St.,Texas A&M,17,30
Mississippi St.,Troy,45,17
Mississippi St.,Louisiana Tech,45,20
Mississippi St.,Kentucky,42,16
Mississippi St.,Missouri,31,13
Mississippi St.,Alabama,6,31
Mississippi St.,Arkansas,51,50
Mississippi St.,Mississippi,27,38
Mississippi St.,North Carolina St.,51,28
Alabama,Wisconsin,35,17
Alabama,Middle Tenn. St.,37,10
Alabama,Mississippi,37,43
Alabama,La.-Monroe,34,0
Alabama,Georgia,38,10
Alabama,Arkansas,27,14
Alabama,Texas A&M,41,23
Alabama,Tennessee,19,14
Alabama,LSU,30,16
Alabama,Charleston So.,56,6
Alabama,Auburn,29,13
Alabama,Florida,29,15
Alabama,Michigan St.,38,0
Alabama,Clemson,45,40
Arkansas,UTEP,48,13
Arkansas,Toledo,12,16
Arkansas,Texas Tech,24,35
Arkansas,Texas A&M,21,28
Arkansas,Tennessee,24,20
Arkansas,Auburn,54,46
Arkansas,Tenn.-Martin,63,28
Arkansas,Mississippi,53,52
Arkansas,LSU,31,14
Arkansas,Missouri,28,3
Arkansas,Kansas St.,45,23
Auburn,Louisville,31,24
Auburn,Jacksonville St.,27,20
Auburn,LSU,21,45
Auburn,San Jose St.,35,21
Auburn,Kentucky,30,27
Auburn,Mississippi,19,27
Auburn,Texas A&M,26,10
Auburn,Georgia,13,20
Auburn,Idaho,56,34
Auburn,Memphis,31,10
Florida,New Mexico St.,61,13
Florida,East Caro.,31,24
Florida,Kentucky,14,9
Florida,Tennessee,28,27
Florida,Mississippi,38,10
Florida,Missouri,21,3
Florida,LSU,28,35
Florida,Georgia,27,3
Florida,Vanderbilt,9,7
Florida,South Carolina,24,14
Florida,Fla. Atlantic,20,14
Florida,Florida St.,2,27
Florida,Michigan,7,41
Georgia,La.-Monroe,51,14
Georgia,Vanderbilt,31,14
Georgia,South Carolina,52,20
Georgia,Southern U.,48,6
Georgia,Tennessee,31,38
Georgia,Missouri,9,6
Georgia,Kentucky,27,3
Georgia,Ga. Southern,23,17
Georgia,Georgia Tech,13,7
Georgia,Penn St.,24,17
Kentucky,La.-Lafayette,40,33
Kentucky,South Carolina,26,22
Kentucky,Missouri,21,13
Kentucky,Eastern Ky.,34,27
Kentucky,Tennessee,21,52
Kentucky,Vanderbilt,17,21
Kentucky,Charlotte,58,10
Kentucky,Louisville,24,38
LSU,Syracuse,34,24
LSU,Eastern Mich.,44,22
LSU,South Carolina,45,24
LSU,Western Ky.,48,20
LSU,Mississippi,17,38
LSU,Texas A&M,19,7
LSU,Texas Tech,56,27
Mississippi,Tenn.-Martin,76,3
Mississippi,Fresno St.,73,21
Mississippi,Vanderbilt,27,16
Mississippi,New Mexico St.,52,3
Mississippi,Memphis,24,37
Mississippi,Texas A&M,23,3
Mississippi,Oklahoma St.,48,20
Missouri,Southeast Mo. St.,34,3
Missouri,Arkansas St.,27,20
Missouri,Connecticut,9,6
Missouri,South Carolina,24,10
Missouri,Vanderbilt,3,10
Missouri,Brigham Young,20,16
Missouri,Tennessee,8,19
South Carolina,North Carolina,17,13
South Carolina,UCF,31,14
South Carolina,Vanderbilt,19,10
South Carolina,Texas A&M,28,35
South Carolina,Tennessee,24,27
South Carolina,Citadel,22,23
South Carolina,Clemson,32,37
Tennesee,Bowling Green,59,30
Tennesee,Oklahoma,24,31
Tennesee,Western Caro.,55,10
Tennesee,Florida,27,28
Tennesee,Arkansas,20,24
Tennesee,Georgia,38,31
Tennesee,Alabama,14,19
Tennesee,Kentucky,52,21
Tennesee,South Carolina,27,24
Tennesee,North Texas,24,0
Tennesee,Missouri,19,8
Tennesee,Vanderbilt,53,28
Tennesee,Northwestern,45,6
Texas A&M,Arizona St.,38,17
Texas A&M,Ball St.,56,23
Texas A&M,Nevada,44,27
Texas A&M,Western Caro.,41,17
Texas A&M,Vanderbilt,25,0
Texas A&M,Louisville,21,27
Vanderbilt,Western Ky.,12,14
Vanderbilt,Austin Peay,47,7
Vanderbilt,Middle Tenn. St.,17,13
Vanderbilt,Houston,0,34
Vanderbilt,Tennessee,28,53
